,region_id.special_id,bcd,cad,gt,hb,expression
9138,VT21791.MEMB004E,0,0,0,0,1
9139,VT21791.MEMB005D,0,0,0,0,1
9140,VT21791.MEMB006A,0,0,0,0,1
9141,VT21791.MEMB007B,0,0,0,0,1
9142,VT21791.MEMB007D,0,0,0,0,1
9143,VT21791.MEMB008C,0,0,0,0,1
9144,VT39804.dkik,0,1,0,1,0
9145,VT39804.MEMB002C,0,1,0,1,0
9146,VT39804.MEMB002D,0,1,0,1,0
9147,VT39804.MEMB002F,0,1,0,1,0
9148,VT39804.MEMB003A,1,1,0,1,0
9149,VT39804.MEMB003C,0,1,0,1,0
9150,VT39804.MEMB003D,1,1,0,1,0
9151,VT39804.MEMB004E,0,1,0,1,0
9152,VT39804.MEMB005B,0,1,0,1,0
9153,VT39804.MEMB006A,0,1,0,1,0
9154,VT39804.MEMB006C,0,1,0,1,0
9155,VT39804.MEMB007C,0,1,0,1,0
9156,VT39804.MEMB008C,0,0,0,0,0
9157,VT39804.MEMB002A,0,1,0,1,0
9158,VT39804.MEMB002B,0,1,0,1,0
9159,VT39804.MEMB002E,0,1,0,1,0
9160,VT39804.MEMB003B,0,1,0,1,0
9161,VT39804.MEMB003F,0,1,0,1,0
9162,VT39804.MEMB004A,0,1,0,1,0
9163,VT39804.MEMB004B,0,1,0,1,0
9164,VT39804.MEMB005D,0,1,0,1,0
9165,VT39804.MEMB006B,0,1,0,1,0
9166,VT39804.MEMB007B,0,1,0,1,0
9167,VT39804.MEMB007D,0,1,0,1,0
9168,VT14967.MEMB002D,0,0,0,0,0
9169,VT14967.MEMB004E,0,0,0,0,0
9170,VT14967.MEMB005B,0,0,0,0,0
9171,VT14967.MEMB005D,0,1,0,0,0
9172,VT14967.MEMB006A,0,0,0,0,0
9173,VT14967.MEMB006C,0,0,0,0,0
9174,VT14967.MEMB007B,0,0,0,0,0
9175,VT14967.MEMB007C,0,0,0,0,0
9176,VT14967.MEMB007D,1,0,0,0,0
9177,VT14967.dkik,0,0,0,0,0
9178,VT14967.MEMB002A,0,0,0,0,0
9179,VT14967.MEMB002B,0,0,0,0,0
9180,VT14967.MEMB002C,0,0,0,0,0
9181,VT14967.MEMB002E,0,0,0,0,0
9182,VT14967.MEMB002F,0,0,0,0,0
9183,VT14967.MEMB003A,0,0,0,0,0
9184,VT14967.MEMB003B,0,0,0,0,0
9185,VT14967.MEMB003C,0,0,0,0,0
9186,VT14967.MEMB003D,0,0,0,0,0
9187,VT14967.MEMB003F,1,0,0,0,0
9188,VT14967.MEMB004A,0,0,0,0,0
9189,VT14967.MEMB004B,0,0,0,0,0
9190,VT14967.MEMB006B,0,0,0,0,0
9191,VT14967.MEMB008C,0,0,0,0,0
9192,VT1419.MEMB002A,0,0,0,0,0
9193,VT1419.MEMB002B,0,0,0,0,0
9194,VT1419.MEMB002C,0,0,0,0,0
9195,VT1419.MEMB002D,0,0,0,0,0
9196,VT1419.MEMB003A,0,0,0,0,0
9197,VT1419.MEMB003B,0,0,0,0,0
9198,VT1419.MEMB003F,0,0,0,0,0
9199,VT1419.MEMB004A,0,0,0,0,0
9200,VT1419.MEMB004E,0,0,0,0,0
9201,VT1419.MEMB006C,0,0,0,0,0
9202,VT1419.MEMB007C,0,0,0,0,0
9203,VT1419.MEMB007D,0,0,0,0,0
9204,VT1419.dkik,0,0,0,0,0
9205,VT1419.MEMB002E,0,0,0,0,0
9206,VT1419.MEMB002F,1,0,0,0,0
9207,VT1419.MEMB003C,0,0,0,0,0
9208,VT1419.MEMB003D,0,0,0,0,0
9209,VT1419.MEMB004B,0,0,0,0,0
9210,VT1419.MEMB005B,0,0,0,0,0
9211,VT1419.MEMB005D,0,0,0,0,0
9212,VT1419.MEMB006A,0,0,0,0,0
9213,VT1419.MEMB006B,0,0,0,0,0
9214,VT1419.MEMB007B,0,0,0,0,0
9215,VT1419.MEMB008C,0,0,0,0,0
9216,VT9835.MEMB002B,0,0,0,0,0
9217,VT9835.MEMB002C,0,0,0,0,0
9218,VT9835.MEMB003D,0,0,0,0,0
9219,VT9835.MEMB003F,0,0,0,0,0
9220,VT9835.MEMB004A,0,0,0,0,0
9221,VT9835.MEMB004B,0,0,0,0,0
9222,VT9835.MEMB005B,0,0,0,0,0
9223,VT9835.MEMB007D,1,0,0,0,0
9224,VT9835.dkik,0,0,0,0,0
9225,VT9835.MEMB002A,0,0,0,0,0
9226,VT9835.MEMB002D,0,0,0,0,0
9227,VT9835.MEMB002E,1,0,0,0,0
9228,VT9835.MEMB002F,0,0,0,0,0
9229,VT9835.MEMB003A,0,0,0,0,0
9230,VT9835.MEMB003B,0,0,0,0,0
9231,VT9835.MEMB003C,1,0,0,0,0
9232,VT9835.MEMB004E,0,0,0,0,0
9233,VT9835.MEMB005D,0,0,0,0,0
9234,VT9835.MEMB006A,0,0,0,0,0
9235,VT9835.MEMB006B,0,0,0,0,0
9236,VT9835.MEMB006C,0,0,0,0,0
9237,VT9835.MEMB007B,0,0,0,0,0
9238,VT9835.MEMB007C,0,0,0,0,0
9239,VT9835.MEMB008C,0,0,0,0,0
9240,VT37471.dkik,0,0,0,0,1
9241,VT37471.MEMB002A,0,0,0,0,1
9242,VT37471.MEMB002B,0,0,0,0,1
9243,VT37471.MEMB002E,0,0,0,0,1
9244,VT37471.MEMB002F,0,0,0,0,1
9245,VT37471.MEMB003A,0,0,0,0,1
9246,VT37471.MEMB003B,0,0,0,0,1
9247,VT37471.MEMB003D,0,0,0,0,1
9248,VT37471.MEMB003F,0,0,0,0,1
9249,VT37471.MEMB004A,0,0,0,0,1
9250,VT37471.MEMB004E,0,0,0,0,1
9251,VT37471.MEMB006A,0,0,0,0,1
9252,VT37471.MEMB006B,0,0,0,0,1
9253,VT37471.MEMB006C,0,0,0,0,1
9254,VT37471.MEMB007B,0,0,0,0,1
9255,VT37471.MEMB008C,0,0,0,0,1
9256,VT37471.MEMB002C,0,0,0,0,1
9257,VT37471.MEMB002D,0,0,0,0,1
9258,VT37471.MEMB003C,0,0,0,0,1
9259,VT37471.MEMB004B,0,0,0,0,1
9260,VT37471.MEMB005B,0,0,0,0,1
9261,VT37471.MEMB005D,0,0,0,0,1
9262,VT37471.MEMB007C,0,0,0,0,1
9263,VT37471.MEMB007D,0,0,0,0,1
9264,VT2427.MEMB002A,1,0,0,0,0
9265,VT2427.MEMB002B,0,0,0,0,0
9266,VT2427.MEMB002C,1,0,0,0,0
9267,VT2427.MEMB002D,0,0,0,0,0
9268,VT2427.MEMB002F,0,0,0,0,0
9269,VT2427.MEMB003A,0,0,0,0,0
9270,VT2427.MEMB004A,0,0,0,0,0
9271,VT2427.MEMB004E,1,0,0,0,0
9272,VT2427.MEMB005B,0,0,0,0,0
9273,VT2427.MEMB007D,0,0,0,0,0
9274,VT2427.MEMB008C,0,0,0,0,0
9275,VT2427.dkik,0,0,0,0,0
9276,VT2427.MEMB002E,0,0,0,0,0
9277,VT2427.MEMB003B,0,0,0,0,0
9278,VT2427.MEMB003C,1,0,0,0,0
9279,VT2427.MEMB003D,0,0,0,0,0
9280,VT2427.MEMB003F,0,0,0,0,0
9281,VT2427.MEMB004B,0,0,0,0,0
9282,VT2427.MEMB005D,0,0,0,0,0
9283,VT2427.MEMB006A,0,0,0,0,0
9284,VT2427.MEMB006B,0,0,0,0,0
9285,VT2427.MEMB006C,0,0,0,0,0
9286,VT2427.MEMB007B,0,0,0,0,0
9287,VT2427.MEMB007C,0,0,0,0,0
9288,VT45971.dkik,2,0,0,1,1
9289,VT45971.MEMB002C,1,0,0,1,1
9290,VT45971.MEMB003F,1,0,0,1,1
9291,VT45971.MEMB004A,2,0,0,0,1
9292,VT45971.MEMB005B,1,0,0,1,1
9293,VT45971.MEMB006A,1,0,0,1,1
9294,VT45971.MEMB007C,1,0,0,0,1
9295,VT45971.MEMB008C,1,0,0,1,1
9296,VT45971.MEMB002A,2,0,0,0,1
9297,VT45971.MEMB002B,2,0,0,0,1
9298,VT45971.MEMB002D,1,1,0,0,1
9299,VT45971.MEMB002E,1,0,0,0,1
9300,VT45971.MEMB002F,2,0,0,0,1
9301,VT45971.MEMB003A,2,0,0,1,1
9302,VT45971.MEMB003B,1,0,0,0,1
9303,VT45971.MEMB003C,1,0,0,0,1
9304,VT45971.MEMB003D,2,0,0,1,1
9305,VT45971.MEMB004B,1,0,0,1,1
9306,VT45971.MEMB004E,1,0,0,1,1
9307,VT45971.MEMB005D,1,1,0,0,1
9308,VT45971.MEMB006B,1,0,0,0,1
9309,VT45971.MEMB006C,1,0,0,1,1
9310,VT45971.MEMB007B,1,0,0,1,1
9311,VT45971.MEMB007D,2,0,0,0,1
9312,VT62770.dkik,1,0,0,0,0
9313,VT62770.MEMB002B,1,0,0,0,0
9314,VT62770.MEMB002D,3,0,0,0,0
9315,VT62770.MEMB002F,1,0,0,0,0
9316,VT62770.MEMB003A,0,0,0,0,0
9317,VT62770.MEMB003B,0,0,0,0,0
9318,VT62770.MEMB003C,1,0,0,0,0
9319,VT62770.MEMB003D,0,0,0,0,0
9320,VT62770.MEMB003F,1,0,0,0,0
9321,VT62770.MEMB004A,1,0,0,0,0
9322,VT62770.MEMB004B,1,0,0,0,0
9323,VT62770.MEMB006A,0,0,0,0,0
9324,VT62770.MEMB006C,0,0,0,0,0
9325,VT62770.MEMB007C,0,0,0,0,0
9326,VT62770.MEMB008C,0,0,0,0,0
9327,VT62770.MEMB002A,1,0,0,0,0
9328,VT62770.MEMB002C,1,0,0,0,0
9329,VT62770.MEMB002E,0,0,0,0,0
9330,VT62770.MEMB004E,1,0,0,0,0
9331,VT62770.MEMB005B,0,0,0,0,0
9332,VT62770.MEMB005D,0,0,0,0,0
9333,VT62770.MEMB006B,1,0,0,0,0
9334,VT62770.MEMB007B,1,0,0,0,0
9335,VT62770.MEMB007D,0,0,0,0,0
9336,VT42494.dkik,2,0,0,2,1
9337,VT42494.MEMB002A,1,0,0,0,1
9338,VT42494.MEMB002B,1,0,0,0,1
9339,VT42494.MEMB002C,1,0,0,0,1
9340,VT42494.MEMB002F,0,0,0,0,1
9341,VT42494.MEMB003A,3,0,0,1,1
9342,VT42494.MEMB003C,3,0,0,0,1
9343,VT42494.MEMB003D,4,0,0,1,1
9344,VT42494.MEMB004B,2,0,0,0,1
9345,VT42494.MEMB006B,2,0,0,0,1
9346,VT42494.MEMB007C,2,0,0,0,1
9347,VT42494.MEMB008C,2,0,0,0,1
9348,VT42494.MEMB002D,0,0,0,0,1
9349,VT42494.MEMB002E,1,0,0,0,1
9350,VT42494.MEMB003B,2,0,0,0,1
9351,VT42494.MEMB003F,2,0,0,0,1
9352,VT42494.MEMB004A,1,0,0,0,1
9353,VT42494.MEMB004E,4,0,0,0,1
9354,VT42494.MEMB005B,1,0,0,0,1
9355,VT42494.MEMB005D,1,0,0,0,1
9356,VT42494.MEMB006A,2,0,0,0,1
9357,VT42494.MEMB006C,4,0,0,1,1
9358,VT42494.MEMB007B,1,0,0,0,1
9359,VT42494.MEMB007D,0,0,0,0,1
9360,VT11147.dkik,0,0,0,0,0
9361,VT11147.MEMB002C,0,0,0,0,0
9362,VT11147.MEMB002F,0,0,0,0,0
9363,VT11147.MEMB003B,0,0,0,0,0
9364,VT11147.MEMB003C,0,0,0,0,0
9365,VT11147.MEMB003D,0,0,0,0,0
9366,VT11147.MEMB004B,0,0,0,0,0
9367,VT11147.MEMB004E,0,1,0,0,0
9368,VT11147.MEMB005B,0,0,0,0,0
9369,VT11147.MEMB005D,0,0,0,0,0
9370,VT11147.MEMB006A,0,0,0,0,0
9371,VT11147.MEMB006C,0,0,0,0,0
9372,VT11147.MEMB007B,0,0,0,0,0
9373,VT11147.MEMB007D,0,0,0,0,0
9374,VT11147.MEMB008C,0,0,0,0,0
9375,VT11147.MEMB002A,0,0,0,0,0
9376,VT11147.MEMB002B,0,0,0,0,0
9377,VT11147.MEMB002D,0,0,0,0,0
9378,VT11147.MEMB002E,1,0,0,0,0
9379,VT11147.MEMB003A,0,0,0,0,0
9380,VT11147.MEMB003F,0,0,0,0,0
9381,VT11147.MEMB004A,0,0,0,0,0
9382,VT11147.MEMB006B,0,0,0,0,0
9383,VT11147.MEMB007C,0,0,0,0,0
9384,VT19529.MEMB002D,2,0,0,0,0
9385,VT19529.MEMB002F,1,0,0,0,0
9386,VT19529.MEMB003C,1,0,0,0,0
9387,VT19529.MEMB003D,1,0,0,0,0
9388,VT19529.MEMB003F,1,0,0,0,0
9389,VT19529.MEMB004A,1,0,0,0,0
9390,VT19529.MEMB004B,0,0,0,0,0
9391,VT19529.MEMB005B,0,0,0,0,0
9392,VT19529.MEMB005D,1,1,0,0,0
9393,VT19529.MEMB007C,1,0,0,0,0
9394,VT19529.MEMB007D,0,0,0,0,0
9395,VT19529.MEMB008C,0,0,0,0,0
9396,VT19529.dkik,1,0,0,0,0
9397,VT19529.MEMB002A,1,0,0,0,0
9398,VT19529.MEMB002B,1,0,0,0,0
9399,VT19529.MEMB002C,2,0,0,0,0
9400,VT19529.MEMB002E,1,0,0,0,0
9401,VT19529.MEMB003A,1,0,0,0,0
9402,VT19529.MEMB003B,1,0,0,0,0
9403,VT19529.MEMB004E,1,0,0,1,0
9404,VT19529.MEMB006A,2,0,0,0,0
9405,VT19529.MEMB006B,1,0,0,0,0
9406,VT19529.MEMB006C,1,0,0,0,0
9407,VT19529.MEMB007B,3,0,0,0,0
9408,VT64511.dkik,1,0,0,0,1
9409,VT64511.MEMB002B,0,0,0,0,1
9410,VT64511.MEMB002C,0,0,0,0,1
9411,VT64511.MEMB002E,0,0,0,0,1
9412,VT64511.MEMB003B,0,0,0,0,1
9413,VT64511.MEMB003F,0,0,0,0,1
9414,VT64511.MEMB004E,0,0,0,0,1
9415,VT64511.MEMB005B,0,0,0,0,1
9416,VT64511.MEMB005D,0,0,0,0,1
9417,VT64511.MEMB006A,0,0,0,0,1
9418,VT64511.MEMB007B,0,0,0,0,1
9419,VT64511.MEMB007C,0,0,0,0,1
9420,VT64511.MEMB007D,0,0,0,0,1
9421,VT64511.MEMB002A,0,0,0,0,1
9422,VT64511.MEMB002D,1,0,0,0,1
9423,VT64511.MEMB002F,0,0,0,0,1
9424,VT64511.MEMB003A,0,0,0,0,1
9425,VT64511.MEMB003C,0,0,0,0,1
9426,VT64511.MEMB003D,0,0,0,0,1
9427,VT64511.MEMB004A,0,0,0,0,1
9428,VT64511.MEMB004B,0,0,0,0,1
9429,VT64511.MEMB006B,0,0,0,0,1
9430,VT64511.MEMB006C,0,0,0,0,1
9431,VT64511.MEMB008C,0,0,0,0,1
9432,VT39046.MEMB002C,0,0,0,0,0
9433,VT39046.MEMB002D,0,0,0,0,0
9434,VT39046.MEMB002F,1,0,0,0,0
9435,VT39046.MEMB003B,0,0,0,0,0
9436,VT39046.MEMB003C,0,0,0,0,0
9437,VT39046.MEMB004E,1,0,0,0,0
9438,VT39046.MEMB005B,0,0,0,0,0
9439,VT39046.MEMB005D,0,0,0,0,0
9440,VT39046.MEMB006A,0,0,0,0,0
9441,VT39046.MEMB006B,1,0,0,0,0
9442,VT39046.MEMB007C,1,0,0,0,0
9443,VT39046.MEMB008C,2,0,0,0,0
9444,VT39046.dkik,0,0,0,0,0
9445,VT39046.MEMB002A,0,0,0,0,0
9446,VT39046.MEMB002B,0,0,0,0,0
9447,VT39046.MEMB002E,0,0,0,0,0
9448,VT39046.MEMB003A,0,0,0,0,0
9449,VT39046.MEMB003D,0,0,0,0,0
9450,VT39046.MEMB003F,0,0,0,0,0
9451,VT39046.MEMB004A,0,0,0,0,0
9452,VT39046.MEMB004B,0,0,0,0,0
9453,VT39046.MEMB006C,0,0,0,0,0
9454,VT39046.MEMB007B,1,0,0,0,0
9455,VT39046.MEMB007D,0,0,0,0,0
9456,VT45791.dkik,0,0,0,0,0
9457,VT45791.MEMB002C,0,1,1,0,0
9458,VT45791.MEMB002D,0,0,0,0,0
9459,VT45791.MEMB002E,0,0,0,0,0
9460,VT45791.MEMB002F,1,0,1,0,0
9461,VT45791.MEMB003D,0,0,0,0,0
9462,VT45791.MEMB003F,0,0,0,1,0
9463,VT45791.MEMB004B,0,0,0,0,0
9464,VT45791.MEMB005B,0,0,0,1,0
9465,VT45791.MEMB005D,0,0,0,0,0
9466,VT45791.MEMB006A,1,0,0,0,0
9467,VT45791.MEMB006B,0,0,0,0,0
9468,VT45791.MEMB007B,0,0,1,0,0
9469,VT45791.MEMB007D,0,0,0,0,0
9470,VT45791.MEMB002A,0,1,1,0,0
9471,VT45791.MEMB002B,0,0,0,0,0
9472,VT45791.MEMB003A,0,0,0,0,0
9473,VT45791.MEMB003B,0,0,0,0,0
9474,VT45791.MEMB003C,0,1,0,0,0
9475,VT45791.MEMB004A,0,0,0,0,0
9476,VT45791.MEMB004E,0,0,0,2,0
9477,VT45791.MEMB006C,0,0,0,0,0
9478,VT45791.MEMB007C,0,0,1,0,0
9479,VT45791.MEMB008C,0,0,0,0,0
9480,VT2057.dkik,0,0,0,1,0
9481,VT2057.MEMB002B,0,0,0,0,0
9482,VT2057.MEMB002E,0,0,0,1,0
9483,VT2057.MEMB003A,0,0,0,1,0
9484,VT2057.MEMB003B,1,0,0,0,0
9485,VT2057.MEMB003F,1,0,0,0,0
9486,VT2057.MEMB004A,0,0,0,0,0
9487,VT2057.MEMB004B,0,0,0,0,0
9488,VT2057.MEMB007B,0,0,0,0,0
9489,VT2057.MEMB007D,0,0,0,0,0
9490,VT2057.MEMB008C,0,0,0,0,0
9491,VT2057.MEMB002A,0,0,0,0,0
9492,VT2057.MEMB002C,0,0,0,0,0
9493,VT2057.MEMB002D,0,0,0,0,0
9494,VT2057.MEMB002F,0,0,0,0,0
9495,VT2057.MEMB003C,0,0,0,0,0
9496,VT2057.MEMB003D,0,0,0,1,0
9497,VT2057.MEMB004E,0,0,0,0,0
9498,VT2057.MEMB005B,0,0,0,0,0
9499,VT2057.MEMB005D,0,0,0,1,0
9500,VT2057.MEMB006A,0,0,0,1,0
9501,VT2057.MEMB006B,0,0,0,0,0
9502,VT2057.MEMB006C,0,0,0,0,0
9503,VT2057.MEMB007C,1,0,0,0,0
9504,VT40918.dkik,0,0,0,0,0
9505,VT40918.MEMB002C,0,0,0,0,0
9506,VT40918.MEMB002D,0,0,0,0,0
9507,VT40918.MEMB002E,0,0,0,0,0
9508,VT40918.MEMB003A,0,0,0,0,0
9509,VT40918.MEMB003B,0,0,0,0,0
9510,VT40918.MEMB004B,0,0,0,0,0
9511,VT40918.MEMB004E,0,1,0,0,0
9512,VT40918.MEMB005B,0,0,0,0,0
9513,VT40918.MEMB006A,0,0,0,0,0
9514,VT40918.MEMB007C,0,0,0,0,0
9515,VT40918.MEMB008C,0,0,0,0,0
9516,VT40918.MEMB002A,1,0,0,0,0
9517,VT40918.MEMB002B,0,0,0,0,0
9518,VT40918.MEMB002F,0,0,0,0,0
9519,VT40918.MEMB003C,1,0,0,0,0
9520,VT40918.MEMB003D,0,0,0,0,0
9521,VT40918.MEMB003F,0,0,0,0,0
9522,VT40918.MEMB004A,0,0,0,0,0
9523,VT40918.MEMB005D,0,0,0,0,0
9524,VT40918.MEMB006B,0,0,0,0,0
9525,VT40918.MEMB006C,0,0,0,0,0
9526,VT40918.MEMB007B,1,0,0,1,0
9527,VT40918.MEMB007D,0,0,0,0,0
9528,VT39496.MEMB002B,0,0,0,0,0
9529,VT39496.MEMB002C,0,0,0,0,0
9530,VT39496.MEMB003A,0,0,0,0,0
9531,VT39496.MEMB003C,0,0,0,0,0
9532,VT39496.MEMB003D,0,0,0,0,0
9533,VT39496.MEMB003F,1,0,0,0,0
9534,VT39496.MEMB004A,0,0,0,0,0
9535,VT39496.MEMB005B,0,0,0,0,0
9536,VT39496.MEMB006A,0,0,0,0,0
9537,VT39496.MEMB006B,0,0,0,0,0
9538,VT39496.MEMB006C,0,0,0,0,0
9539,VT39496.MEMB007B,0,0,0,0,0
9540,VT39496.MEMB007C,0,0,0,0,0
9541,VT39496.MEMB007D,0,0,0,0,0
9542,VT39496.dkik,0,0,0,0,0
9543,VT39496.MEMB002A,0,0,0,0,0
9544,VT39496.MEMB002D,0,0,0,0,0
9545,VT39496.MEMB002E,0,0,0,0,0
9546,VT39496.MEMB002F,0,0,0,0,0
9547,VT39496.MEMB003B,0,0,0,0,0
9548,VT39496.MEMB004B,0,0,0,0,0
9549,VT39496.MEMB004E,1,0,0,0,0
9550,VT39496.MEMB005D,0,0,0,0,0
9551,VT39496.MEMB008C,0,0,0,0,0
9552,VT25606.dkik,0,0,0,0,0
9553,VT25606.MEMB002A,0,0,0,0,0
9554,VT25606.MEMB002B,0,0,0,0,0
9555,VT25606.MEMB002D,0,0,0,0,0
9556,VT25606.MEMB002E,0,0,0,0,0
9557,VT25606.MEMB002F,0,0,0,0,0
9558,VT25606.MEMB003C,0,0,0,0,0
9559,VT25606.MEMB004E,0,0,0,0,0
9560,VT25606.MEMB006A,0,0,0,0,0
9561,VT25606.MEMB007C,0,0,0,0,0
9562,VT25606.MEMB002C,0,0,0,0,0
9563,VT25606.MEMB003A,0,0,0,0,0
9564,VT25606.MEMB003B,0,0,0,0,0
9565,VT25606.MEMB003D,0,0,0,0,0
9566,VT25606.MEMB003F,0,0,0,0,0
9567,VT25606.MEMB004A,0,0,0,0,0
9568,VT25606.MEMB004B,0,0,0,0,0
9569,VT25606.MEMB005B,0,0,0,0,0
9570,VT25606.MEMB005D,0,0,0,0,0
9571,VT25606.MEMB006B,0,0,0,0,0
9572,VT25606.MEMB006C,0,0,0,0,0
9573,VT25606.MEMB007B,0,0,0,0,0
9574,VT25606.MEMB007D,0,0,0,0,0
9575,VT25606.MEMB008C,0,0,0,0,0
9576,VT45283.dkik,0,0,0,0,1
9577,VT45283.MEMB002B,1,0,0,0,1
9578,VT45283.MEMB002C,0,0,0,0,1
9579,VT45283.MEMB002D,1,0,0,0,1
9580,VT45283.MEMB002F,0,0,0,0,1
9581,VT45283.MEMB003A,0,0,0,0,1
9582,VT45283.MEMB003B,1,0,0,1,1
9583,VT45283.MEMB003C,0,0,0,0,1
9584,VT45283.MEMB003D,0,0,0,1,1
9585,VT45283.MEMB003F,0,0,0,0,1
9586,VT45283.MEMB004A,1,0,0,0,1
9587,VT45283.MEMB004E,0,0,0,1,1
9588,VT45283.MEMB005B,0,0,0,0,1
9589,VT45283.MEMB006C,0,0,0,0,1
9590,VT45283.MEMB007C,1,0,0,0,1
9591,VT45283.MEMB002A,0,0,0,0,1
9592,VT45283.MEMB002E,0,0,0,0,1
9593,VT45283.MEMB004B,0,0,0,0,1
9594,VT45283.MEMB005D,0,0,0,0,1
9595,VT45283.MEMB006A,0,0,0,0,1
9596,VT45283.MEMB006B,0,0,0,0,1
9597,VT45283.MEMB007B,0,0,0,0,1
9598,VT45283.MEMB007D,0,0,0,0,1
9599,VT45283.MEMB008C,0,0,0,0,1
9600,VT41368.MEMB002A,0,0,0,0,0
9601,VT41368.MEMB002C,0,0,0,0,0
9602,VT41368.MEMB002E,1,0,0,0,0
9603,VT41368.MEMB002F,0,0,0,0,0
9604,VT41368.MEMB003A,0,0,0,0,0
9605,VT41368.MEMB003B,0,0,0,0,0
9606,VT41368.MEMB003F,0,0,0,0,0
9607,VT41368.MEMB004A,0,0,0,0,0
9608,VT41368.MEMB005D,0,0,0,0,0
9609,VT41368.MEMB006A,0,0,0,0,0
9610,VT41368.MEMB006B,0,0,0,0,0
9611,VT41368.MEMB007B,0,0,0,0,0
9612,VT41368.MEMB007C,0,0,0,0,0
9613,VT41368.MEMB008C,1,0,0,0,0
9614,VT41368.dkik,0,0,0,0,0
9615,VT41368.MEMB002B,0,0,0,0,0
9616,VT41368.MEMB002D,0,0,0,0,0
9617,VT41368.MEMB003C,0,0,0,0,0
9618,VT41368.MEMB003D,0,0,0,0,0
9619,VT41368.MEMB004B,0,0,0,0,0
9620,VT41368.MEMB004E,0,0,0,0,0
9621,VT41368.MEMB005B,0,0,0,0,0
9622,VT41368.MEMB006C,0,0,0,0,0
9623,VT41368.MEMB007D,2,0,0,0,0
9624,VT27740.dkik,0,0,0,0,1
9625,VT27740.MEMB002C,0,0,0,0,1
9626,VT27740.MEMB003A,0,0,0,0,1
9627,VT27740.MEMB003D,0,0,0,0,1
9628,VT27740.MEMB003F,0,0,0,0,1
9629,VT27740.MEMB004A,0,0,0,0,1
9630,VT27740.MEMB005B,0,0,0,0,1
9631,VT27740.MEMB005D,0,0,0,0,1
9632,VT27740.MEMB006A,0,0,0,0,1
9633,VT27740.MEMB007B,0,0,0,0,1
9634,VT27740.MEMB007C,0,0,0,0,1
9635,VT27740.MEMB007D,0,0,0,0,1
9636,VT27740.MEMB002A,0,0,0,0,1
9637,VT27740.MEMB002B,0,0,0,0,1
9638,VT27740.MEMB002D,0,0,0,0,1
9639,VT27740.MEMB002E,1,0,0,0,1
9640,VT27740.MEMB002F,0,0,0,0,1
9641,VT27740.MEMB003B,0,0,0,0,1
9642,VT27740.MEMB003C,0,0,0,0,1
9643,VT27740.MEMB004B,0,0,0,0,1
9644,VT27740.MEMB004E,0,0,0,0,1
9645,VT27740.MEMB006B,0,0,0,0,1
9646,VT27740.MEMB006C,0,0,0,0,1
9647,VT27740.MEMB008C,0,0,0,0,1
9648,VT15724.MEMB002A,0,0,0,0,1
9649,VT15724.MEMB002C,0,0,0,0,1
9650,VT15724.MEMB002D,0,0,0,0,1
9651,VT15724.MEMB002E,1,0,0,0,1
9652,VT15724.MEMB003C,0,0,0,0,1
9653,VT15724.MEMB003D,0,0,0,0,1
9654,VT15724.MEMB003F,0,0,0,0,1
9655,VT15724.MEMB004B,0,0,0,0,1
9656,VT15724.MEMB007B,0,0,0,0,1
9657,VT15724.MEMB007D,0,0,0,0,1
9658,VT15724.MEMB008C,0,0,0,0,1
9659,VT15724.dkik,0,0,0,0,1
9660,VT15724.MEMB002B,0,0,0,0,1
9661,VT15724.MEMB002F,0,0,0,0,1
9662,VT15724.MEMB003A,0,0,0,0,1
9663,VT15724.MEMB003B,0,1,0,0,1
9664,VT15724.MEMB004A,0,0,0,0,1
9665,VT15724.MEMB004E,0,0,0,0,1
9666,VT15724.MEMB005B,0,0,0,0,1
9667,VT15724.MEMB005D,0,0,0,0,1
9668,VT15724.MEMB006A,0,0,0,0,1
9669,VT15724.MEMB006B,0,0,0,0,1
9670,VT15724.MEMB006C,0,0,0,0,1
9671,VT15724.MEMB007C,0,1,0,0,1
9672,VT40038.dkik,0,0,0,0,0
9673,VT40038.MEMB002A,0,0,0,0,0
9674,VT40038.MEMB002B,0,0,0,0,0
9675,VT40038.MEMB002C,0,0,0,0,0
9676,VT40038.MEMB002E,0,0,0,1,0
9677,VT40038.MEMB003A,0,0,0,0,0
9678,VT40038.MEMB003D,0,0,0,0,0
9679,VT40038.MEMB004B,0,0,0,0,0
9680,VT40038.MEMB004E,0,0,0,0,0
9681,VT40038.MEMB005B,0,0,0,0,0
9682,VT40038.MEMB006B,0,0,0,0,0
9683,VT40038.MEMB007D,0,0,0,0,0
9684,VT40038.MEMB002D,0,0,0,0,0
9685,VT40038.MEMB002F,0,0,0,0,0
9686,VT40038.MEMB003B,0,0,0,0,0
9687,VT40038.MEMB003C,0,0,0,0,0
9688,VT40038.MEMB003F,0,0,0,0,0
9689,VT40038.MEMB004A,0,0,0,0,0
9690,VT40038.MEMB005D,0,0,0,0,0
9691,VT40038.MEMB006A,0,0,0,0,0
9692,VT40038.MEMB006C,0,0,0,0,0
9693,VT40038.MEMB007B,0,0,0,0,0
9694,VT40038.MEMB007C,0,0,0,0,0
9695,VT40038.MEMB008C,0,0,0,0,0
9696,VT46802.MEMB002C,0,0,0,0,0
9697,VT46802.MEMB002D,0,0,0,0,0
9698,VT46802.MEMB002E,0,0,0,0,0
